 	Area	Mean	Min	Max	X	Y
1	0	173	173	173	1452.000	1160.000
2	0	173	173	173	2311.500	1071.500
3	0	182	182	182	1711.500	1735.500
4	0	107	107	107	2411.500	1703.500
5	0	174	174	174	2355.500	1779.500
6	0	134	134	134	2303.500	2227.500
7	0	100	100	100	2327.500	2403.500
8	0	122	122	122	2287.500	2475.500
9	0	69	69	69	1415.500	2171.500
10	0	225	225	225	2291.500	1771.500
11	0	210	210	210	2431.500	2031.500
12	0	205	205	205	2199.500	2239.500
13	0	248	248	248	2375.500	2007.500
14	0	202	202	202	2027.500	1975.500
