 ,Area,Mean,Min,Max,X,Y
1,0,141,141,141,1014.000,1105.000
2,0,182,182,182,1575.500,1000.500
3,0,144,144,144,1197.500,1428.500
4,0,205,205,205,1599.500,1410.500
5,0,204,204,204,1585.500,1448.500
6,0,186,186,186,1581.500,1823.500
7,0,196,196,196,1587.500,1933.500
8,0,197,197,197,1577.500,1959.500
9,0,52,52,52,941.500,1646.500
10,0,209,209,209,1622.833,1496.167
11,0,219,219,219,1714.833,1654.833
12,0,211,211,211,1536.167,1752.167
13,0,220,220,220,1660.167,1613.500
14,0,207,207,207,1445.500,1617.500
