 ,Area,Mean,Min,Max,X,Y
1,0,193,193,193,1158.000,714.000
2,0,128,128,128,1856.500,605.500
3,0,212,212,212,1364.500,1100.500
4,0,162,162,162,1865.500,1121.500
5,0,198,198,198,1826.500,1157.500
6,0,162,162,162,1802.500,1496.500
7,0,139,139,139,1817.500,1628.500
8,0,87,87,87,1766.500,1700.500
9,0,125,125,125,1076.500,1382.500
10,0,227,227,227,1769.500,1139.500
11,0,192,192,192,1856.500,1352.500
12,0,217,217,217,1739.500,1547.500
13,0,240,240,240,1835.500,1337.500
14,0,208,208,208,1520.500,1289.500
