 ,Area,Mean,Min,Max,X,Y
1,0,187,187,187,1180.500,660.500
2,0,123,123,123,1976.500,560.500
3,0,205,205,205,1472.500,1180.500
4,0,135,135,135,2112.500,1144.500
5,0,142,142,142,2044.500,1172.500
6,0,181,181,181,1984.500,1590.500
7,0,157,157,157,2008.500,1746.500
8,0,223,223,223,1930.500,1826.500
9,0,108,108,108,1174.500,1562.500
10,0,217,217,217,1884.500,1212.500
11,0,207,207,207,2086.500,1434.500
12,0,213,213,213,1922.500,1636.500
13,0,231,231,231,2026.500,1412.500
14,0,224,224,224,1738.500,1414.500
