 ,Area,Mean,Min,Max,X,Y
1,0,211,211,211,1745.283,1268.175
2,0,150,150,150,2479.018,1036.849
3,0,203,203,203,1983.837,1701.910
4,0,126,126,126,2547.693,1615.163
5,0,155,155,155,2507.934,1701.910
6,0,126,126,126,2453.717,2088.657
7,0,151,151,151,2475.404,2265.765
8,0,114,114,114,2435.645,2309.139
9,0,84,84,84,1701.910,2070.584
10,0,241,241,241,2406.729,1672.994
11,0,137,137,137,2504.319,1926.006
12,0,221,221,221,2356.126,2146.488
13,0,232,232,232,2460.946,1879.018
14,0,219,219,219,2171.789,1882.633
