 ,Area,Mean,Min,Max,X,Y
1,0,185,185,185,1236.000,632.000
2,0,154,154,154,2067.500,555.500
3,0,211,211,211,1475.500,1151.500
4,0,128,128,128,2083.500,1159.500
5,0,164,164,164,2035.500,1231.500
6,0,137,137,137,1991.500,1655.500
7,0,126,126,126,1983.500,1799.500
8,0,84,84,84,1903.500,1875.500
9,0,147,147,147,1207.500,1555.500
10,0,176,176,176,1971.500,1195.500
11,0,152,152,152,2067.500,1467.500
12,0,194,194,194,1875.500,1699.500
13,0,222,222,222,2031.500,1407.500
14,0,212,212,212,1683.500,1391.500
