 ,Area,Mean,Min,Max,X,Y
1,0,159,159,159,1354.000,895.000
2,0,135,135,135,2037.740,720.204
3,0,182,182,182,1595.746,1235.394
4,0,95,95,95,2130.644,1190.350
5,0,129,129,129,2079.969,1263.547
6,0,71,71,71,2037.740,1683.019
7,0,116,116,116,2020.849,1823.781
8,0,161,161,161,1989.881,1843.488
9,0,90,90,90,1378.972,1550.702
10,0,176,176,176,1984.251,1201.611
11,0,85,85,85,2147.535,1497.213
12,0,139,139,139,1995.512,1657.682
13,0,168,168,168,2119.383,1474.691
14,0,109,109,109,1789.999,1440.908
15,0,111,111,111,2344.603,1578.855
