 	Area	Mean	Min	Max	X	Y
1	0	128	128	128	1088.000	874.000
2	0	126	126	126	1803.048	700.405
3	0	128	128	128	1350.024	1204.714
4	0	116	116	116	1851.484	1201.865
5	0	127	127	127	1817.294	1281.643
6	0	128	128	128	1783.103	1583.659
7	0	103	103	103	1794.500	1760.310
8	0	119	119	119	1763.159	1797.349
9	0	81	81	81	1099.294	1592.206
10	0	139	139	139	1774.556	1267.397
11	0	120	120	120	1911.317	1449.746
12	0	126	126	126	1697.627	1660.587
13	0	141	141	141	1820.143	1424.103
14	0	133	133	133	1503.881	1435.500
