 ,Area,Mean,Min,Max,X,Y
1,0,170,170,170,1252.000,648.000
2,0,169,169,169,1959.500,459.500
3,0,197,197,197,1511.500,1123.500
4,0,127,127,127,2051.500,1015.500
5,0,208,208,208,1979.500,1143.500
6,0,164,164,164,1979.500,1539.500
7,0,165,165,165,2027.500,1723.500
8,0,154,154,154,1987.500,1787.500
9,0,60,60,60,1211.500,1495.500
10,0,213,213,213,1939.500,1155.500
11,0,145,145,145,2059.500,1363.500
12,0,193,193,193,1919.500,1575.500
13,0,219,219,219,2023.500,1351.500
14,0,195,195,195,1703.500,1355.500
