 ,Area,Mean,Min,Max,X,Y
1,0,198,198,198,1669.000,1221.000
2,0,141,141,141,2540.464,971.789
3,0,216,216,216,1915.163,1738.054
4,0,114,114,114,2609.139,1633.235
5,0,138,138,138,2616.367,1748.898
6,0,133,133,133,2540.464,2211.548
7,0,113,113,113,2493.476,2522.392
8,0,67,67,67,2442.874,2562.151
9,0,145,145,145,1665.765,2099.500
10,0,223,223,223,2479.018,1647.693
11,0,216,216,216,2681.428,2030.825
12,0,210,210,210,2395.885,2319.982
13,0,239,239,239,2601.910,1922.392
14,0,252,252,252,2319.982,1998.295
