 ,Area,Mean,Min,Max,X,Y
1,0,182,182,182,1386.000,948.000
2,0,172,172,172,2123.500,823.500
3,0,202,202,202,1659.500,1425.500
4,0,142,142,142,2247.500,1381.500
5,0,126,126,126,2143.500,1475.500
6,0,141,141,141,2141.500,1927.500
7,0,151,151,151,2163.500,2045.500
8,0,191,191,191,2103.500,2119.500
9,0,78,78,78,1413.500,1807.500
10,0,159,159,159,2138.167,1502.500
11,0,160,160,160,2264.833,1694.500
12,0,196,196,196,2106.167,1889.833
13,0,193,193,193,2216.833,1671.167
14,0,230,230,230,1974.167,1677.833
