 ,Area,Mean,Min,Max,X,Y
1,0,206,206,206,1793.000,1245.000
2,0,198,198,198,2581.500,1238.500
3,0,227,227,227,2002.500,1724.500
4,0,120,120,120,2710.500,1760.500
5,0,166,166,166,2677.500,1796.500
6,0,188,188,188,2587.500,2195.500
7,0,162,162,162,2620.500,2315.500
8,0,209,209,209,2596.500,2432.500
9,0,132,132,132,1780.500,2246.500
10,0,168,168,168,2653.500,1724.500
11,0,226,226,226,2551.500,1976.500
12,0,234,234,234,2467.500,2246.500
13,0,250,250,250,2590.500,2006.500
14,0,216,216,216,2260.500,2006.500
