 	Area	Mean	Min	Max	X	Y
1	0	170	170	170	1236.000	657.000
2	0	161	161	161	2024.500	566.500
3	0	195	195	195	1466.500	1097.500
4	0	132	132	132	2111.500	1124.500
5	0	178	178	178	2039.500	1199.500
6	0	152	152	152	1961.500	1598.500
7	0	147	147	147	1976.500	1745.500
8	0	138	138	138	1961.500	1823.500
9	0	72	72	72	1178.500	1496.500
10	0	199	199	199	1973.500	1175.500
11	0	171	171	171	2051.500	1439.500
12	0	203	203	203	1883.500	1601.500
13	0	236	236	236	2024.500	1403.500
14	0	203	203	203	1727.500	1343.500
