 	Area	Mean	Min	Max	X	Y
1	0	186	186	186	1212.000	687.000
2	0	141	141	141	1931.500	494.500
3	0	200	200	200	1499.500	1070.500
4	0	154	154	154	2090.500	1001.500
5	0	204	204	204	2018.500	1034.500
6	0	194	194	194	1967.500	1499.500
7	0	173	173	173	1961.500	1619.500
8	0	160	160	160	1934.500	1664.500
9	0	114	114	114	1220.500	1409.500
10	0	224	224	224	1955.500	1097.500
11	0	220	220	220	2114.500	1319.500
12	0	216	216	216	1889.500	1496.500
13	0	224	224	224	2045.500	1274.500
14	0	182	182	182	1694.500	1265.500
