 	Area	Mean	Min	Max	X	Y
1	0	204	204	204	664.000	825.000
2	0	194	194	194	1374.333	631.762
3	0	214	214	214	911.571	1231.738
4	0	184	184	184	1414.690	1188.690
5	0	193	193	193	1395.857	1245.190
6	0	156	156	156	1363.571	1589.571
7	0	161	161	161	1395.857	1732.167
8	0	177	177	177	1360.881	1788.667
9	0	163	163	163	655.976	1533.071
10	0	197	197	197	1342.048	1210.214
11	0	150	150	150	1452.357	1441.595
12	0	233	233	233	1280.167	1664.905
13	0	233	233	233	1385.095	1436.214
14	0	233	233	233	1102.595	1438.905
