 ,Area,Mean,Min,Max,X,Y
1,0,208,208,208,444.000,1248.000
2,0,188,188,188,1313.500,1061.500
3,0,208,208,208,707.500,1745.500
4,0,120,120,120,1415.500,1679.500
5,0,162,162,162,1367.500,1787.500
6,0,191,191,191,1277.500,2255.500
7,0,146,146,146,1277.500,2417.500
8,0,144,144,144,1235.500,2483.500
9,0,190,190,190,437.500,2123.500
10,0,186,186,186,1259.500,1697.500
11,0,193,193,193,1409.500,2009.500
12,0,195,195,195,1097.500,2369.500
13,0,155,155,155,1343.500,2063.500
14,0,209,209,209,935.500,1985.500
