 ,Area,Mean,Min,Max,X,Y
1,0,226,226,226,1785.500,1167.500
2,0,209,209,209,2649.500,991.500
3,0,239,239,239,1994.500,1715.500
4,0,124,124,124,2739.500,1680.500
5,0,168,168,168,2679.500,1728.500
6,0,163,163,163,2721.500,2180.500
7,0,150,150,150,2747.500,2440.500
8,0,192,192,192,2675.500,2514.500
9,0,154,154,154,1661.500,2243.500
10,0,210,210,210,2631.500,1774.500
11,0,173,173,173,2789.500,2022.500
12,0,233,233,233,2637.500,2260.500
13,0,237,237,237,2747.500,1992.500
14,0,209,209,209,2391.500,2024.500
