 ,Area,Mean,Min,Max,X,Y
1,0,189,189,189,1148.000,584.000
2,0,121,121,121,1907.500,419.500
3,0,213,213,213,1439.500,1067.500
4,0,131,131,131,2003.500,1015.500
5,0,182,182,182,1947.500,1083.500
6,0,137,137,137,1911.500,1531.500
7,0,136,136,136,1919.500,1663.500
8,0,104,104,104,1847.500,1739.500
9,0,40,40,40,1099.500,1507.500
10,0,194,194,194,1887.500,1063.500
11,0,135,135,135,2047.500,1327.500
12,0,190,190,190,1819.500,1527.500
13,0,234,234,234,2011.500,1287.500
14,0,234,234,234,1691.500,1299.500
