 	Area	Mean	Min	Max	X	Y
1	0	170	170	170	1194.000	657.000
2	0	106	106	106	1898.500	485.500
3	0	174	174	174	1415.500	1064.500
4	0	133	133	133	2024.500	1013.500
5	0	165	165	165	1946.500	1070.500
6	0	160	160	160	1880.500	1457.500
7	0	115	115	115	1868.500	1607.500
8	0	184	184	184	1826.500	1667.500
9	0	51	51	51	1118.500	1358.500
10	0	192	192	192	1898.500	1076.500
11	0	216	216	216	2000.500	1316.500
12	0	200	200	200	1805.500	1475.500
13	0	224	224	224	1958.500	1283.500
14	0	208	208	208	1643.500	1265.500
