 	Area	Mean	Min	Max	X	Y
1	0	165	165	165	1098.000	774.000
2	0	148	148	148	1835.500	572.500
3	0	178	178	178	1346.500	1220.500
4	0	115	115	115	1970.500	1145.500
5	0	146	146	146	1901.500	1226.500
6	0	135	135	135	1784.500	1730.500
7	0	84	84	84	1784.500	1895.500
8	0	106	106	106	1742.500	1970.500
9	0	129	129	129	1019.500	1568.500
10	0	162	162	162	1853.500	1235.500
11	0	190	190	190	1994.500	1496.500
12	0	166	166	166	1721.500	1700.500
13	0	180	180	180	1898.500	1529.500
14	0	190	190	190	1613.500	1478.500
