 ,Area,Mean,Min,Max,X,Y
1,0,175,175,175,1467.000,900.000
2,0,100,100,100,2199.500,775.500
3,0,229,229,229,1680.500,1368.833
4,0,113,113,113,2188.500,1288.833
5,0,146,146,146,2132.500,1397.500
6,0,179,179,179,2169.833,1830.833
7,0,144,144,144,2257.833,2088.167
8,0,120,120,120,2179.167,2146.833
9,0,93,93,93,1401.833,1754.833
10,0,201,201,201,2099.167,1448.500
11,0,110,110,110,2244.500,1663.167
12,0,210,210,210,2132.500,1857.833
13,0,200,200,200,2215.167,1643.167
14,0,193,193,193,2019.167,1656.500
