 	Area	Mean	Min	Max	X	Y
1	0	200	200	200	998.500	605.500
2	0	132	132	132	1868.500	518.500
3	0	219	219	219	1256.500	1157.500
4	0	157	157	157	1997.500	1085.500
5	0	199	199	199	1937.500	1151.500
6	0	214	214	214	1877.500	1535.500
7	0	212	212	212	1961.500	1751.500
8	0	209	209	209	1937.500	1811.500
9	0	143	143	143	1022.500	1655.500
10	0	227	227	227	1874.500	1124.500
11	0	226	226	226	1931.500	1400.500
12	0	248	248	248	1790.500	1598.500
13	0	236	236	236	1880.500	1346.500
14	0	245	245	245	1613.500	1379.500
