 	Area	Mean	Min	Max	X	Y
1	0	172	172	172	1299.500	762.500
2	0	173	173	173	2089.500	636.500
3	0	205	205	205	1601.500	1294.500
4	0	126	126	126	2197.500	1293.500
5	0	137	137	137	2177.500	1325.500
6	0	158	158	158	2295.500	1851.500
7	0	150	150	150	2336.500	2051.500
8	0	191	191	191	2270.500	2132.500
9	0	119	119	119	1448.500	1685.500
10	0	162	162	162	2137.500	1355.500
11	0	141	141	141	2289.500	1597.500
12	0	194	194	194	2243.500	1853.500
13	0	143	143	143	2335.500	1615.500
14	0	178	178	178	2035.500	1623.500
