 ,Area,Mean,Min,Max,X,Y
1,0,216,216,216,456.000,832.000
2,0,131,131,131,1199.500,759.500
3,0,231,231,231,695.500,1363.500
4,0,147,147,147,1267.500,1335.500
5,0,174,174,174,1223.500,1407.500
6,0,186,186,186,1243.500,1819.500
7,0,188,188,188,1255.500,2011.500
8,0,157,157,157,1215.500,2063.500
9,0,168,168,168,475.500,1727.500
10,0,212,212,212,1147.500,1415.500
11,0,189,189,189,1279.500,1639.500
12,0,222,222,222,1159.500,1883.500
13,0,243,243,243,1303.500,1647.500
14,0,240,240,240,1019.500,1615.500
