 ,Area,Mean,Min,Max,X,Y
1,0,140,140,140,1184.000,910.000
2,0,104,104,104,1921.491,791.876
3,0,161,161,161,1362.167,1345.716
4,0,132,132,132,1987.293,1290.880
5,0,120,120,120,1924.232,1359.425
6,0,130,130,130,1918.749,1713.115
7,0,146,146,146,1946.167,1883.106
8,0,154,154,154,1902.298,1932.458
9,0,76,76,76,1145.566,1655.538
10,0,171,171,171,1831.012,1296.364
11,0,178,178,178,1965.359,1565.059
12,0,137,137,137,1836.495,1798.110
13,0,225,225,225,1937.941,1537.641
14,0,169,169,169,1650.054,1532.157
