 ,Area,Mean,Min,Max,X,Y
1,0,166,166,166,954.500,697.167
2,0,107,107,107,1675.167,483.500
3,0,177,177,177,1160.500,1116.833
4,0,121,121,121,1696.167,1018.833
5,0,148,148,148,1668.167,1096.833
6,0,162,162,162,1664.167,1546.833
7,0,172,172,172,1720.167,1668.167
8,0,189,189,189,1639.500,1768.500
9,0,118,118,118,899.500,1565.500
10,0,223,223,223,1602.833,1135.833
11,0,202,202,202,1752.167,1322.500
12,0,226,226,226,1596.167,1565.167
13,0,234,234,234,1682.833,1313.167
14,0,229,229,229,1278.833,1334.500
