 ,Area,Mean,Min,Max,X,Y
1,0,189,189,189,1232.000,628.000
2,0,151,151,151,2043.500,475.500
3,0,217,217,217,1575.500,1127.500
4,0,153,153,153,2195.500,1107.500
5,0,186,186,186,2091.500,1175.500
6,0,169,169,169,2071.500,1627.500
7,0,179,179,179,2135.500,1823.500
8,0,166,166,166,2087.500,1891.500
9,0,88,88,88,1183.500,1647.500
10,0,202,202,202,2039.500,1087.500
11,0,189,189,189,2131.500,1419.500
12,0,194,194,194,1971.500,1667.500
13,0,229,229,229,2087.500,1375.500
14,0,241,241,241,1751.500,1383.500
