 ,Area,Mean,Min,Max,X,Y
1,0,202,202,202,1881.000,1227.000
2,0,198,198,198,2795.500,1107.500
3,0,234,234,234,2153.500,1779.500
4,0,110,110,110,2875.500,1789.500
5,0,175,175,175,2771.500,1863.500
6,0,166,166,166,2803.500,2364.500
7,0,155,155,155,2859.500,2540.500
8,0,172,172,172,2807.500,2622.500
9,0,95,95,95,1931.500,2216.500
10,0,233,233,233,2684.500,1898.500
11,0,110,110,110,2849.500,2147.500
12,0,227,227,227,2749.500,2383.500
13,0,232,232,232,2815.500,2125.500
14,0,193,193,193,2545.500,2113.500
