 ,Area,Mean,Min,Max,X,Y
1,0,162,162,162,1176.000,676.000
2,0,159,159,159,1919.500,423.500
3,0,207,207,207,1455.500,1067.500
4,0,139,139,139,2107.500,983.500
5,0,186,186,186,1995.500,1051.500
6,0,180,180,180,2035.500,1463.500
7,0,173,173,173,2083.500,1599.500
8,0,170,170,170,2027.500,1703.500
9,0,117,117,117,1263.500,1499.500
10,0,214,214,214,1923.500,1055.500
11,0,145,145,145,2043.500,1279.500
12,0,218,218,218,1987.500,1479.500
13,0,221,221,221,2011.500,1251.500
14,0,227,227,227,1775.500,1283.500
