 ,Area,Mean,Min,Max,X,Y
1,0,172,172,172,1394.000,899.000
2,0,145,145,145,2187.500,666.500
3,0,195,195,195,1721.500,1306.500
4,0,110,110,110,2331.500,1298.500
5,0,123,123,123,2251.500,1314.500
6,0,113,113,113,2199.500,1806.500
7,0,147,147,147,2243.500,1950.500
8,0,176,176,176,2221.500,1996.500
9,0,123,123,123,1429.500,1732.500
10,0,150,150,150,2191.500,1345.500
11,0,161,161,161,2323.500,1615.500
12,0,218,218,218,2121.500,1807.500
13,0,227,227,227,2273.500,1571.500
14,0,198,198,198,1973.500,1573.500
