 ,Area,Mean,Min,Max,X,Y
1,0,155,155,155,1789.000,1236.000
2,0,135,135,135,2677.813,982.633
3,0,162,162,162,2103.115,1698.295
4,0,126,126,126,2800.705,1672.994
5,0,162,162,162,2757.331,1759.741
6,0,128,128,128,2685.042,2244.078
7,0,144,144,144,2677.813,2453.717
8,0,83,83,83,2659.741,2497.090
9,0,121,121,121,1723.596,2146.488
10,0,206,206,206,2627.211,1691.066
11,0,136,136,136,2782.633,2059.741
12,0,163,163,163,2598.295,2280.223
13,0,246,246,246,2739.259,1972.994
14,0,204,204,204,2413.958,1991.066
