 ,Area,Mean,Min,Max,X,Y
1,0,149,149,149,1417.000,1209.000
2,0,100,100,100,2192.214,1046.504
3,0,134,134,134,1681.051,1645.798
4,0,109,109,109,2297.972,1631.697
5,0,127,127,127,2248.619,1712.779
6,0,124,124,124,2202.790,2104.083
7,0,128,128,128,2213.366,2252.144
8,0,127,127,127,2174.588,2287.396
9,0,66,66,66,1406.080,1977.173
10,0,181,181,181,2132.285,1656.374
11,0,130,130,130,2283.871,1934.870
12,0,191,191,191,2097.032,2153.437
13,0,178,178,178,2248.619,1889.042
14,0,165,165,165,1934.870,1857.314
