 ,Area,Mean,Min,Max,X,Y
1,0,181,181,181,860.000,640.000
2,0,131,131,131,1623.500,491.500
3,0,204,204,204,1099.500,1115.500
4,0,137,137,137,1647.500,1111.500
5,0,189,189,189,1595.500,1187.500
6,0,136,136,136,1555.500,1659.500
7,0,128,128,128,1567.500,1807.500
8,0,124,124,124,1483.500,1875.500
9,0,100,100,100,759.500,1431.500
10,0,194,194,194,1559.500,1171.500
11,0,143,143,143,1643.500,1439.500
12,0,172,172,172,1503.500,1659.500
13,0,229,229,229,1611.500,1435.500
14,0,198,198,198,1303.500,1395.500
