 ,Area,Mean,Min,Max,X,Y
1,0,192,192,192,1731.000,1268.000
2,0,102,102,102,2634.440,1130.825
3,0,214,214,214,2041.669,1730.825
4,0,91,91,91,2750.103,1629.620
5,0,147,147,147,2688.657,1766.970
6,0,118,118,118,2623.596,2157.331
7,0,108,108,108,2634.440,2363.355
8,0,138,138,138,2591.066,2395.885
9,0,118,118,118,1781.428,2160.946
10,0,213,213,213,2562.151,1734.440
11,0,182,182,182,2764.560,1998.295
12,0,225,225,225,2504.319,2247.693
13,0,225,225,225,2663.355,1907.934
14,0,127,127,127,2366.970,1987.452
