 ,Area,Mean,Min,Max,X,Y
1,0,151,151,151,1188.000,720.000
2,0,101,101,101,1931.500,451.500
3,0,179,179,179,1475.500,1091.500
4,0,141,141,141,2043.500,1027.500
5,0,184,184,184,1975.500,1055.500
6,0,166,166,166,1995.500,1531.500
7,0,152,152,152,2011.500,1683.500
8,0,137,137,137,1963.500,1747.500
9,0,70,70,70,1203.500,1383.500
10,0,208,208,208,1863.500,1051.500
11,0,171,171,171,2115.500,1295.500
12,0,198,198,198,1887.500,1583.500
13,0,201,201,201,2031.500,1291.500
14,0,187,187,187,1715.500,1287.500
