 ,Area,Mean,Min,Max,X,Y
1,0,219,219,219,1748.000,1208.000
2,0,136,136,136,2558.500,1124.500
3,0,217,217,217,2003.500,1742.500
4,0,114,114,114,2627.500,1760.500
5,0,140,140,140,2576.500,1808.500
6,0,148,148,148,2575.500,2287.500
7,0,152,152,152,2603.500,2479.500
8,0,181,181,181,2516.500,2588.500
9,0,64,64,64,1679.500,2183.500
10,0,213,213,213,2491.500,1815.500
11,0,238,238,238,2595.500,2079.500
12,0,221,221,221,2483.500,2335.500
13,0,129,129,129,2621.500,2084.500
14,0,242,242,242,2303.500,2063.500
