 ,Area,Mean,Min,Max,X,Y
1,0,187,187,187,1520.000,1196.000
2,0,123,123,123,2453.500,1034.500
3,0,199,199,199,1799.500,1733.500
4,0,128,128,128,2546.500,1658.500
5,0,158,158,158,2447.500,1781.500
6,0,180,180,180,2395.500,2439.500
7,0,148,148,148,2395.500,2661.500
8,0,163,163,163,2295.500,2769.500
9,0,128,128,128,1463.500,2207.500
10,0,199,199,199,2403.500,1837.500
11,0,227,227,227,2509.500,2141.500
12,0,227,227,227,2354.167,2377.500
13,0,229,229,229,2479.500,2125.500
14,0,255,255,255,2187.500,2106.500
