 	Area	Mean	Min	Max	X	Y
1	0	207	207	207	1257.000	561.000
2	0	140	140	140	2036.500	398.500
3	0	220	220	220	1484.500	1073.500
4	0	147	147	147	2099.500	986.500
5	0	187	187	187	2045.500	1082.500
6	0	167	167	167	1979.500	1592.500
7	0	147	147	147	1985.500	1718.500
8	0	120	120	120	1946.500	1808.500
9	0	144	144	144	1226.500	1433.500
10	0	215	215	215	1994.500	1118.500
11	0	162	162	162	2111.500	1361.500
12	0	224	224	224	1919.500	1559.500
13	0	219	219	219	2069.500	1337.500
14	0	216	216	216	1754.500	1349.500
