 	Area	Mean	Min	Max	X	Y
1	0	187	187	187	1920.000	1252.000
2	0	217	217	217	2779.500	1091.500
3	0	205	205	205	2195.500	1803.500
4	0	107	107	107	2907.500	1707.500
5	0	165	165	165	2759.500	1803.500
6	0	112	112	112	2727.500	2339.500
7	0	173	173	173	2787.500	2543.500
8	0	124	124	124	2779.500	2631.500
9	0	162	162	162	1739.500	2295.500
10	0	193	193	193	2735.500	1839.500
11	0	200	200	200	2863.500	2143.500
12	0	225	225	225	2615.500	2363.500
13	0	255	255	255	2775.500	2115.500
14	0	215	215	215	2459.500	2107.500
