 ,Area,Mean,Min,Max,X,Y
1,0,158,158,158,1421.000,900.000
2,0,104,104,104,2096.861,824.368
3,0,188,188,188,1637.975,1325.482
4,0,105,105,105,2189.764,1328.298
5,0,144,144,144,2122.198,1373.342
6,0,112,112,112,2102.491,1699.911
7,0,125,125,125,2088.415,1880.087
8,0,99,99,99,2063.078,1913.870
9,0,107,107,107,1384.603,1674.573
10,0,207,207,207,2032.110,1322.667
11,0,146,146,146,2161.611,1609.823
12,0,210,210,210,1984.251,1756.216
13,0,196,196,196,2133.459,1564.779
14,0,191,191,191,1933.576,1550.702
