 ,Area,Mean,Min,Max,X,Y
1,0,158,158,158,1752.000,1287.000
2,0,179,179,179,2579.500,1106.500
3,0,242,242,242,2114.500,1796.500
4,0,101,101,101,2675.500,1748.500
5,0,135,135,135,2624.500,1823.500
6,0,131,131,131,2576.500,2387.500
7,0,120,120,120,2597.500,2489.500
8,0,110,110,110,2579.500,2561.500
9,0,130,130,130,1745.500,2180.500
10,0,225,225,225,2570.500,1869.500
11,0,162,162,162,2764.500,2095.500
12,0,229,229,229,2500.500,2312.500
13,0,233,233,233,2704.500,2066.500
14,0,202,202,202,2326.500,2074.500
