 ,Area,Mean,Min,Max,X,Y
1,0,200,200,200,508.500,1028.500
2,0,111,111,111,1402.500,890.500
3,0,199,199,199,870.500,1585.500
4,0,106,106,106,1472.500,1539.500
5,0,160,160,160,1406.500,1621.500
6,0,145,145,145,1350.500,2143.500
7,0,120,120,120,1352.500,2287.500
8,0,102,102,102,1280.500,2375.500
9,0,186,186,186,560.500,1937.500
10,0,192,192,192,1294.500,1533.500
11,0,191,191,191,1488.500,1931.500
12,0,192,192,192,1166.500,2199.500
13,0,191,191,191,1428.500,1877.500
14,0,198,198,198,1064.500,1823.500
