 	Area	Mean	Min	Max	X	Y
1	0	171	171	171	1208.000	935.000
2	0	132	132	132	1999.500	622.500
3	0	167	167	167	1552.167	1354.500
4	0	139	139	139	2137.833	1193.833
5	0	140	140	140	2089.833	1267.167
6	0	146	146	146	2099.167	1669.167
7	0	148	148	148	2195.833	1880.167
8	0	140	140	140	2130.500	1934.833
9	0	94	94	94	1310.500	1773.500
10	0	173	173	173	2037.167	1319.500
11	0	150	150	150	2219.833	1510.167
12	0	170	170	170	2070.500	1702.167
13	0	181	181	181	2073.167	1487.500
14	0	160	160	160	1843.167	1543.167
