 ,Area,Mean,Min,Max,X,Y
1,0,181,181,181,1724.000,1207.000
2,0,111,111,111,2645.283,1141.669
3,0,205,205,205,2009.139,1738.054
4,0,162,162,162,2688.657,1763.355
5,0,168,168,168,2609.139,1723.596
6,0,110,110,110,2648.897,2338.054
7,0,118,118,118,2674.199,2529.621
8,0,103,103,103,2612.753,2572.994
9,0,114,114,114,1738.054,2153.717
10,0,201,201,201,2558.536,1730.825
11,0,103,103,103,2742.874,2117.572
12,0,186,186,186,2544.078,2330.825
13,0,241,241,241,2695.885,2056.126
14,0,186,186,186,2359.741,2009.139
