 	Area	Mean	Min	Max	X	Y
1	0	182	182	182	909.000	666.000
2	0	148	148	148	1718.500	533.500
3	0	198	198	198	1154.500	1103.500
4	0	157	157	157	1868.500	1076.500
5	0	190	190	190	1808.500	1133.500
6	0	179	179	179	1733.500	1622.500
7	0	151	151	151	1745.500	1748.500
8	0	181	181	181	1715.500	1811.500
9	0	109	109	109	860.500	1496.500
10	0	209	209	209	1724.500	1118.500
11	0	182	182	182	1898.500	1388.500
12	0	220	220	220	1628.500	1583.500
13	0	214	214	214	1844.500	1370.500
14	0	206	206	206	1487.500	1343.500
