 ,Area,Mean,Min,Max,X,Y
1,0,186,186,186,1155.500,1597.500
2,0,46,46,46,1816.167,1455.833
3,0,186,186,186,1353.500,2029.167
4,0,123,123,123,1883.500,2028.500
5,0,161,161,161,1813.500,2072.500
6,0,175,175,175,1856.500,2523.500
7,0,177,177,177,1908.500,2631.500
8,0,183,183,183,1885.833,2680.833
9,0,101,101,101,1155.500,2375.500
10,0,185,185,185,1755.167,2068.833
11,0,176,176,176,1883.167,2310.833
12,0,206,206,206,1808.500,2509.500
13,0,203,203,203,1848.500,2298.833
14,0,181,181,181,1607.167,2304.167
