 ,Area,Mean,Min,Max,X,Y
1,0,135,135,135,1470.000,993.000
2,0,163,163,163,2149.500,937.500
3,0,216,216,216,1593.500,1481.500
4,0,135,135,135,2174.500,1514.500
5,0,151,151,151,2107.500,1567.500
6,0,180,180,180,2147.500,2012.500
7,0,171,171,171,2183.500,2168.500
8,0,153,153,153,2105.500,2288.500
9,0,157,157,157,1328.500,1760.500
10,0,172,172,172,2063.500,1583.500
11,0,191,191,191,2171.500,1820.500
12,0,232,232,232,2087.500,2087.500
13,0,227,227,227,2150.500,1835.500
14,0,187,187,187,1905.500,1805.500
