 ,Area,Mean,Min,Max,X,Y
1,0,151,151,151,1143.000,899.000
2,0,144,144,144,1820.045,789.134
3,0,155,155,155,1334.749,1340.232
4,0,113,113,113,1916.007,1304.589
5,0,135,135,135,1847.462,1389.584
6,0,128,128,128,1811.819,1713.115
7,0,123,123,123,1836.495,1872.139
8,0,114,114,114,1811.819,1918.749
9,0,98,98,98,1109.922,1699.406
10,0,208,208,208,1737.791,1315.556
11,0,129,129,129,1891.331,1595.218
12,0,203,203,203,1707.631,1784.401
13,0,226,226,226,1831.012,1534.899
14,0,180,180,180,1636.345,1543.124
