 ,Area,Mean,Min,Max,X,Y
1,0,181,181,181,1208.000,632.000
2,0,123,123,123,1919.500,471.500
3,0,207,207,207,1487.500,1091.500
4,0,152,152,152,2043.500,1019.500
5,0,199,199,199,2003.500,1127.500
6,0,183,183,183,2019.500,1519.500
7,0,186,186,186,2067.500,1679.500
8,0,222,222,222,2003.500,1751.500
9,0,92,92,92,1255.500,1447.500
10,0,219,219,219,1959.500,1135.500
11,0,172,172,172,2071.500,1351.500
12,0,220,220,220,1931.500,1571.500
13,0,232,232,232,2043.500,1319.500
14,0,231,231,231,1747.500,1351.500
