 ,Area,Mean,Min,Max,X,Y
1,0,166,166,166,1415.000,859.000
2,0,164,164,164,2124.500,776.500
3,0,213,213,213,1668.500,1356.500
4,0,134,134,134,2250.500,1322.500
5,0,144,144,144,2198.500,1356.500
6,0,130,130,130,2156.500,1765.500
7,0,126,126,126,2170.500,1869.500
8,0,147,147,147,2134.500,1959.500
9,0,120,120,120,1364.500,1681.500
10,0,177,177,177,2150.500,1361.500
11,0,139,139,139,2288.500,1605.500
12,0,201,201,201,2060.500,1779.500
13,0,229,229,229,2208.500,1547.500
14,0,205,205,205,1870.500,1561.500
