 ,Area,Mean,Min,Max,X,Y
1,0,144,144,144,1490.000,1204.000
2,0,165,165,165,2416.500,957.500
3,0,229,229,229,1876.500,1710.500
4,0,115,115,115,2569.500,1608.500
5,0,144,144,144,2491.500,1692.500
6,0,108,108,108,2485.500,2133.500
7,0,107,107,107,2533.500,2310.500
8,0,121,121,121,2524.500,2400.500
9,0,53,53,53,1510.500,2238.500
10,0,199,199,199,2413.500,1686.500
11,0,164,164,164,2579.500,1960.500
12,0,197,197,197,2373.500,2218.500
13,0,241,241,241,2501.500,1906.500
14,0,200,200,200,2145.500,1980.500
