 ,Area,Mean,Min,Max,X,Y
1,0,174,174,174,1235.500,693.500
2,0,129,129,129,2037.500,577.500
3,0,206,206,206,1591.500,1169.500
4,0,151,151,151,2055.500,1123.500
5,0,170,170,170,2059.500,1201.500
6,0,171,171,171,2117.500,1691.500
7,0,162,162,162,2171.500,1829.500
8,0,209,209,209,2093.500,1925.500
9,0,102,102,102,1299.500,1649.500
10,0,186,186,186,2008.500,1201.500
11,0,235,235,235,2143.500,1428.500
12,0,199,199,199,2066.500,1666.500
13,0,227,227,227,2148.500,1439.500
14,0,208,208,208,1858.500,1453.500
