 ,Area,Mean,Min,Max,X,Y
1,0,155,155,155,1296.000,765.000
2,0,193,193,193,1975.500,685.500
3,0,145,145,145,1493.500,1247.500
4,0,165,165,165,2037.500,1249.500
5,0,183,183,183,1987.500,1289.500
6,0,184,184,184,1883.500,1658.500
7,0,114,114,114,1903.500,1824.500
8,0,128,128,128,1831.500,1890.500
9,0,98,98,98,1179.500,1554.500
10,0,216,216,216,1921.167,1251.500
11,0,169,169,169,2022.500,1499.500
12,0,209,209,209,1734.500,1690.167
13,0,211,211,211,1957.167,1482.167
14,0,218,218,218,1651.833,1435.500
