 ,Area,Mean,Min,Max,X,Y
1,0,144,144,144,1768.000,1144.000
2,0,161,161,161,2642.500,929.500
3,0,210,210,210,2034.500,1710.500
4,0,158,158,158,2794.500,1654.500
5,0,135,135,135,2718.500,1746.500
6,0,166,166,166,2807.500,2295.500
7,0,171,171,171,2863.500,2495.500
8,0,208,208,208,2778.500,2629.500
9,0,98,98,98,1808.500,2148.500
10,0,158,158,158,2648.500,1762.500
11,0,215,215,215,2812.500,2072.500
12,0,215,215,215,2748.500,2338.500
13,0,201,201,201,2840.500,2062.500
14,0,199,199,199,2358.500,2046.500
