 	Area	Mean	Min	Max	X	Y
1	0	198	198	198	1131.000	717.000
2	0	138	138	138	1874.500	572.500
3	0	183	183	183	1403.500	1100.500
4	0	127	127	127	2015.500	1091.500
5	0	173	173	173	1922.500	1169.500
6	0	175	175	175	1793.500	1625.500
7	0	144	144	144	1775.500	1745.500
8	0	126	126	126	1721.500	1814.500
9	0	131	131	131	1073.500	1379.500
10	0	215	215	215	1853.500	1172.500
11	0	180	180	180	1973.500	1430.500
12	0	208	208	208	1709.500	1604.500
13	0	235	235	235	1871.500	1385.500
14	0	195	195	195	1565.500	1373.500
