 ,Area,Mean,Min,Max,X,Y
1,0,203,203,203,584.000,1176.000
2,0,104,104,104,1667.500,907.500
3,0,208,208,208,987.500,1707.500
4,0,128,128,128,1771.500,1663.500
5,0,176,176,176,1711.500,1739.500
6,0,168,168,168,1539.500,2231.500
7,0,149,149,149,1539.500,2471.500
8,0,129,129,129,1503.500,2523.500
9,0,185,185,185,579.500,2167.500
10,0,196,196,196,1607.500,1687.500
11,0,109,109,109,1719.500,2063.500
12,0,199,199,199,1427.500,2287.500
13,0,203,203,203,1679.500,1995.500
14,0,206,206,206,1303.500,2015.500
