 ,Area,Mean,Min,Max,X,Y
1,0,175,175,175,1371.000,974.000
2,0,101,101,101,2034.925,818.738
3,0,174,174,174,1595.746,1370.526
4,0,103,103,103,2096.861,1322.667
5,0,143,143,143,2057.447,1401.494
6,0,118,118,118,2029.295,1784.368
7,0,171,171,171,2032.110,1925.130
8,0,87,87,87,2006.773,1958.913
9,0,131,131,131,1367.711,1615.453
10,0,208,208,208,1967.359,1345.189
11,0,147,147,147,2071.523,1595.746
12,0,230,230,230,1958.914,1806.890
13,0,204,204,204,2043.371,1595.746
14,0,215,215,215,1781.553,1550.702
