 ,Area,Mean,Min,Max,X,Y
1,0,151,151,151,1491.000,897.000
2,0,152,152,152,2246.500,786.500
3,0,225,225,225,1704.500,1386.500
4,0,137,137,137,2268.500,1420.500
5,0,169,169,169,2208.500,1434.500
6,0,121,121,121,2046.500,1827.500
7,0,132,132,132,2060.500,1963.500
8,0,143,143,143,2042.500,2015.500
9,0,98,98,98,1356.500,1677.500
10,0,198,198,198,2152.500,1391.500
11,0,162,162,162,2186.500,1701.500
12,0,213,213,213,1962.500,1833.500
13,0,251,251,251,2154.500,1627.500
14,0,143,143,143,1895.500,1611.500
