 ,Area,Mean,Min,Max,X,Y
1,0,169,169,169,1192.000,700.000
2,0,186,186,186,1919.500,679.500
3,0,175,175,175,1387.500,1179.500
4,0,132,132,132,2019.500,1191.500
5,0,186,186,186,1927.500,1255.500
6,0,134,134,134,1899.500,1623.500
7,0,132,132,132,1915.500,1787.500
8,0,126,126,126,1847.500,1863.500
9,0,64,64,64,1119.500,1507.500
10,0,190,190,190,1859.500,1231.500
11,0,137,137,137,2015.500,1471.500
12,0,199,199,199,1803.500,1675.500
13,0,230,230,230,1975.500,1443.500
14,0,196,196,196,1615.500,1427.500
