 	Area	Mean	Min	Max	X	Y
1	0	163	163	163	1212.000	675.000
2	0	161	161	161	1943.500	560.500
3	0	180	180	180	1439.500	1139.500
4	0	132	132	132	2027.500	1082.500
5	0	168	168	168	1979.500	1148.500
6	0	156	156	156	1907.500	1532.500
7	0	106	106	106	1919.500	1676.500
8	0	124	124	124	1886.500	1751.500
9	0	86	86	86	1106.500	1442.500
10	0	184	184	184	1937.500	1148.500
11	0	232	232	232	2003.500	1403.500
12	0	178	178	178	1820.500	1559.500
13	0	218	218	218	1961.500	1355.500
14	0	201	201	201	1634.500	1349.500
