 ,Area,Mean,Min,Max,X,Y
1,0,109,109,109,1425.000,1067.000
2,0,112,112,112,2472.147,786.967
3,0,142,142,142,1850.048,1617.745
4,0,141,141,141,2621.766,1503.563
5,0,189,189,189,2527.270,1621.683
6,0,193,193,193,2480.022,2031.166
7,0,124,124,124,2472.147,2326.466
8,0,119,119,119,2424.899,2385.526
9,0,48,48,48,1464.189,2074.477
10,0,226,226,226,2428.837,1590.184
11,0,172,172,172,2621.766,1936.670
12,0,226,226,226,2361.902,2165.035
13,0,247,247,247,2527.270,1834.299
14,0,173,173,173,2074.477,1861.860
