 	Area	Mean	Min	Max	X	Y
1	0	182	182	182	1209.000	720.000
2	0	73	73	73	1955.500	515.500
3	0	198	198	198	1481.500	1145.500
4	0	110	110	110	2147.500	1028.500
5	0	171	171	171	2081.500	1073.500
6	0	219	219	219	2015.500	1460.500
7	0	153	153	153	2090.500	1622.500
8	0	169	169	169	2078.500	1673.500
9	0	121	121	121	1235.500	1379.500
10	0	211	211	211	2012.500	1094.500
11	0	179	179	179	2189.500	1310.500
12	0	220	220	220	1973.500	1478.500
13	0	234	234	234	2057.500	1274.500
14	0	219	219	219	1802.500	1319.500
