 ,Area,Mean,Min,Max,X,Y
1,0,191,191,191,1240.000,724.000
2,0,116,116,116,1979.500,507.500
3,0,202,202,202,1483.500,1147.500
4,0,161,161,161,2067.500,1051.500
5,0,177,177,177,2023.500,1071.500
6,0,139,139,139,1999.500,1575.500
7,0,140,140,140,2031.500,1723.500
8,0,128,128,128,1963.500,1823.500
9,0,118,118,118,1175.500,1531.500
10,0,214,214,214,1991.500,1075.500
11,0,132,132,132,2091.500,1399.500
12,0,158,158,158,1927.500,1647.500
13,0,225,225,225,2055.500,1351.500
14,0,225,225,225,1687.500,1387.500
