 	Area	Mean	Min	Max	X	Y
1	0	180	180	180	1218.000	534.000
2	0	200	200	200	1919.500	353.500
3	0	176	176	176	1508.500	1004.500
4	0	154	154	154	2081.500	929.500
5	0	186	186	186	2009.500	1001.500
6	0	164	164	164	1958.500	1487.500
7	0	178	178	178	1985.500	1649.500
8	0	187	187	187	1946.500	1721.500
9	0	113	113	113	1154.500	1394.500
10	0	197	197	197	2000.500	1043.500
11	0	145	145	145	2069.500	1295.500
12	0	183	183	183	1898.500	1496.500
13	0	224	224	224	2027.500	1271.500
14	0	219	219	219	1754.500	1259.500
